"County","CountyCode","Year","Variable","Value","Percentage"
"L TRANZACTII IMOBILIARE","Buzau","2017","377","0.0033920628215004596","0.000012424984158145198"
"L TRANZACTII IMOBILIARE","Buzau","2018","377","0.0033964874144702716","0.000012350710783405585"
"L TRANZACTII IMOBILIARE","Buzau","2019","377","0.00281187019538274","0.000012067966788955397"
"L TRANZACTII IMOBILIARE","Buzau","2020","377","0.002331491167472614","0.000012335779929686054"
"L TRANZACTII IMOBILIARE","Buzau","2021","377","0.0036663611365719525","0.000012221054432576443"
"L TRANZACTII IMOBILIARE","Buzau","2022","377","0.004758324129990366","0.000011748810432943666"
"L TRANZACTII IMOBILIARE","Buzau","2023","377","0.00424009386289976","0.000011616560568746805"
"L TRANZACTII IMOBILIARE","Buzau","2024","377","0.003763392251706523","0.000011301350511386111"
"L TRANZACTII IMOBILIARE","Constanta","2008","1597","1597","0.9999948380702641"
"L TRANZACTII IMOBILIARE","Constanta","2009","1597","1611","0.9999946562641944"
"L TRANZACTII IMOBILIARE","Constanta","2010","1597","1469","0.9999941171279819"
"L TRANZACTII IMOBILIARE","Constanta","2011","1597","1256","0.9999938657833394"
"L TRANZACTII IMOBILIARE","Constanta","2012","1597","983","0.9999939471709076"
"L TRANZACTII IMOBILIARE","Constanta","2013","1597","933","0.9999940383927507"
"L TRANZACTII IMOBILIARE","Constanta","2014","1597","1064","0.9999940851501781"
"L TRANZACTII IMOBILIARE","Constanta","2015","1597","973","0.9999940055149262"
"L TRANZACTII IMOBILIARE","Constanta","2016","1597","1080","0.9999940186021472"
"L TRANZACTII IMOBILIARE","Constanta","2017","1597","1251","0.9999942880643393"
"L TRANZACTII IMOBILIARE","Constanta","2018","1597","1359","0.999994313787927"
"L TRANZACTII IMOBILIARE","Constanta","2019","1597","1328","0.9999944999945"
"L TRANZACTII IMOBILIARE","Constanta","2020","1597","1347","0.9999943085775428"
"L TRANZACTII IMOBILIARE","Constanta","2021","1597","1407","0.9999944562710662"
"L TRANZACTII IMOBILIARE","Constanta","2022","1597","1277","0.9999945773887958"
"L TRANZACTII IMOBILIARE","Constanta","2023","1597","1353","0.9999946607721591"
"L TRANZACTII IMOBILIARE","Constanta","2024","1597","1577","0.9999948100208118"
"L TRANZACTII IMOBILIARE","Constanta","2008","1597","0.008243644341205317","0.000005161929735812436"
"L TRANZACTII IMOBILIARE","Constanta","2009","1597","0.008608804386161788","0.000005343735805701766"
"L TRANZACTII IMOBILIARE","Constanta","2010","1597","0.00864198983433735","0.000005882872018119246"
"L TRANZACTII IMOBILIARE","Constanta","2011","1597","0.007704623387457903","0.0000061342166605324495"
"L TRANZACTII IMOBILIARE","Constanta","2012","1597","0.0059499670118817755","0.000006052829092317749"
"L TRANZACTII IMOBILIARE","Constanta","2013","1597","0.005562212723338043","0.0000059616072493144146"
"L TRANZACTII IMOBILIARE","Constanta","2014","1597","0.006293437435305947","0.0000059148498219630204"
"L TRANZACTII IMOBILIARE","Constanta","2015","1597","0.005832668940588303","0.000005994485073732167"
"L TRANZACTII IMOBILIARE","Constanta","2016","1597","0.006459948320413436","0.00000598139785267817"
"L TRANZACTII IMOBILIARE","Constanta","2017","1597","0.007145672327227239","0.000005711935660756717"
"L TRANZACTII IMOBILIARE","Constanta","2018","1597","0.007727606147967452","0.000005686212072965474"
"L TRANZACTII IMOBILIARE","Constanta","2019","1597","0.007304047476308596","0.0000055000055000055005"
"L TRANZACTII IMOBILIARE","Constanta","2020","1597","0.007666389682530648","0.000005691422457214731"
"L TRANZACTII IMOBILIARE","Constanta","2021","1597","0.0078000698513718035","0.000005543728933830051"
"L TRANZACTII IMOBILIARE","Constanta","2022","1597","0.0069247120577836585","0.00000542261120419927"
"L TRANZACTII IMOBILIARE","Constanta","2023","1597","0.007224013839352455","0.000005339227840869654"
"L TRANZACTII IMOBILIARE","Constanta","2024","1597","0.008184639657874797","0.000005189979188183456"
"L TRANZACTII IMOBILIARE","Galati","2008","705","705","0.999992207893404"
"L TRANZACTII IMOBILIARE","Galati","2009","705","561","0.999991509666245"
"L TRANZACTII IMOBILIARE","Galati","2010","705","568","0.9999905426620515"
"L TRANZACTII IMOBILIARE","Galati","2011","705","738","0.9999900398406375"
"L TRANZACTII IMOBILIARE","Galati","2012","705","681","0.9999902052969754"
"L TRANZACTII IMOBILIARE","Galati","2013","705","724","0.9999901966550987"
"L TRANZACTII IMOBILIARE","Galati","2014","705","581","0.9999902933354041"
"L TRANZACTII IMOBILIARE","Galati","2015","705","743","0.9999905101730944"
"L TRANZACTII IMOBILIARE","Galati","2016","705","802","0.9999906578726108"
"L TRANZACTII IMOBILIARE","Galati","2017","705","666","0.9999909250133855"
"L TRANZACTII IMOBILIARE","Galati","2018","705","668","0.9999911208978548"
"L TRANZACTII IMOBILIARE","Galati","2019","705","715","0.9999914126234436"
"L TRANZACTII IMOBILIARE","Galati","2020","705","821","0.9999912096412654"
"L TRANZACTII IMOBILIARE","Galati","2021","705","746","0.9999911064469367"
"L TRANZACTII IMOBILIARE","Galati","2022","705","772","0.9999911276727885"
"L TRANZACTII IMOBILIARE","Galati","2023","705","765","0.9999914789914534"
"L TRANZACTII IMOBILIARE","Galati","2024","705","818","0.9999915740514489"
"L TRANZACTII IMOBILIARE","Galati","2008","705","0.00549347795595867","0.000007792106596018232"
"L TRANZACTII IMOBILIARE","Galati","2009","705","0.004763117677024962","0.00000849033375501991"
"L TRANZACTII IMOBILIARE","Galati","2010","705","0.005371818757861487","0.000009457337948514252"
"L TRANZACTII IMOBILIARE","Galati","2011","705","0.007350670823414576","0.000009960159362549801"
"L TRANZACTII IMOBILIARE","Galati","2012","705","0.006670258092952642","0.000009794703024604294"
"L TRANZACTII IMOBILIARE","Galati","2013","705","0.007097691289642665","0.000009803344901280317"
"L TRANZACTII IMOBILIARE","Galati","2014","705","0.005639626872191107","0.000009706664595911554"
"L TRANZACTII IMOBILIARE","Galati","2015","705","0.007051008303677343","0.000009489826905557242"
"L TRANZACTII IMOBILIARE","Galati","2016","705","0.007492456161657683","0.00000934212738924908"
"L TRANZACTII IMOBILIARE","Galati","2017","705","0.006043995934369101","0.000009074986614394742"
"L TRANZACTII IMOBILIARE","Galati","2018","705","0.00593129289754313","0.000008879102145191078"
"L TRANZACTII IMOBILIARE","Galati","2019","705","0.006140026964593943","0.000008587376556462002"
"L TRANZACTII IMOBILIARE","Galati","2020","705","0.007216947960618847","0.000008790358734539957"
"L TRANZACTII IMOBILIARE","Galati","2021","705","0.006634649590892921","0.000008893553063384353"
"L TRANZACTII IMOBILIARE","Galati","2022","705","0.0068494973782040475","0.000008872327211427557"
"L TRANZACTII IMOBILIARE","Galati","2023","705","0.006518627083404342","0.000008521008546571572"
"L TRANZACTII IMOBILIARE","Galati","2024","705","0.006892483990562858","0.000008425948551158147"
"L TRANZACTII IMOBILIARE","Tulcea","2008","247","247","0.9999784422359712"
"L TRANZACTII IMOBILIARE","Tulcea","2009","247","309","0.9999771783285407"
"L TRANZACTII IMOBILIARE","Tulcea","2010","247","171","0.9999745514696528"
"L TRANZACTII IMOBILIARE","Tulcea","2011","247","198","0.9999749241455402"
"L TRANZACTII IMOBILIARE","Tulcea","2012","247","153","0.999976372743597"
"L TRANZACTII IMOBILIARE","Tulcea","2013","247","92","0.9999754613270514"
"L TRANZACTII IMOBILIARE","Tulcea","2014","247","128","0.9999762165247587"
"L TRANZACTII IMOBILIARE","Tulcea","2015","247","114","0.9999766426085535"
"L TRANZACTII IMOBILIARE","Tulcea","2016","247","129","0.9999768561377522"
"L TRANZACTII IMOBILIARE","Tulcea","2017","247","150","0.9999777173670842"
"L TRANZACTII IMOBILIARE","Tulcea","2018","247","132","0.9999780845934692"
"L TRANZACTII IMOBILIARE","Tulcea","2019","247","161","0.9999786265415607"
"L TRANZACTII IMOBILIARE","Tulcea","2020","247","138","0.9999781759455271"
"L TRANZACTII IMOBILIARE","Tulcea","2021","247","111","0.9999786429746065"
"L TRANZACTII IMOBILIARE","Tulcea","2022","247","133","0.9999786105407257"
"L TRANZACTII IMOBILIARE","Tulcea","2023","247","156","0.9999790974268932"
"L TRANZACTII IMOBILIARE","Tulcea","2024","247","202","0.9999792242328548"
"L TRANZACTII IMOBILIARE","Tulcea","2008","247","0.005324882507653172","0.000021557764028714942"
"L TRANZACTII IMOBILIARE","Tulcea","2009","247","0.007052057420635826","0.00002282167145921767"
"L TRANZACTII IMOBILIARE","Tulcea","2010","247","0.004351809436555199","0.00002544853034737244"
"L TRANZACTII IMOBILIARE","Tulcea","2011","247","0.00496514368824916","0.000025075854459740714"
"L TRANZACTII IMOBILIARE","Tulcea","2012","247","0.0036150556435035324","0.000023627256402986485"
"L TRANZACTII IMOBILIARE","Tulcea","2013","247","0.0022576133101028196","0.000024538672948566942"
"L TRANZACTII IMOBILIARE","Tulcea","2014","247","0.0030443572362944464","0.000023783475241402274"
"L TRANZACTII IMOBILIARE","Tulcea","2015","247","0.0026628048210782023","0.00002335739144652325"
"L TRANZACTII IMOBILIARE","Tulcea","2016","247","0.0029856273289050384","0.0000231438622477319"
"L TRANZACTII IMOBILIARE","Tulcea","2017","247","0.0033424694164048397","0.000022282632915905342"
"L TRANZACTII IMOBILIARE","Tulcea","2018","247","0.0028928970610795765","0.000021915406530791143"
"L TRANZACTII IMOBILIARE","Tulcea","2019","247","0.0034412003590817766","0.000021373458439310067"
"L TRANZACTII IMOBILIARE","Tulcea","2020","247","0.003011785246617198","0.000021824054472839965"
"L TRANZACTII IMOBILIARE","Tulcea","2021","247","0.0023706804493614114","0.000021357025393503193"
"L TRANZACTII IMOBILIARE","Tulcea","2022","247","0.002844858933498749","0.000021389459274469544"
"L TRANZACTII IMOBILIARE","Tulcea","2023","247","0.003260869565217391","0.00002090257310674944"
"L TRANZACTII IMOBILIARE","Tulcea","2024","247","0.004196792154907338","0.000020775767145201835"
"L TRANZACTII IMOBILIARE","Vrancea","2008","258","258","0.9999831949719356"
"L TRANZACTII IMOBILIARE","Vrancea","2009","258","262","0.9999819722372454"
"L TRANZACTII IMOBILIARE","Vrancea","2010","258","222","0.9999802058590657"
"L TRANZACTII IMOBILIARE","Vrancea","2011","258","311","0.9999791740425267"
"L TRANZACTII IMOBILIARE","Vrancea","2012","258","313","0.9999801263961207"
"L TRANZACTII IMOBILIARE","Vrancea","2013","258","313","0.9999801748577546"
"L TRANZACTII IMOBILIARE","Vrancea","2014","258","301","0.9999800375294448"
"L TRANZACTII IMOBILIARE","Vrancea","2015","258","299","0.9999810516342966"
"L TRANZACTII IMOBILIARE","Vrancea","2016","258","314","0.9999816490191401"
"L TRANZACTII IMOBILIARE","Vrancea","2017","258","314","0.9999817661324143"
"L TRANZACTII IMOBILIARE","Vrancea","2018","258","265","0.9999825950744061"
"L TRANZACTII IMOBILIARE","Vrancea","2019","258","261","0.9999826428063111"
"L TRANZACTII IMOBILIARE","Vrancea","2020","258","283","0.9999824441284386"
"L TRANZACTII IMOBILIARE","Vrancea","2021","258","291","0.9999826995605688"
"L TRANZACTII IMOBILIARE","Vrancea","2022","258","317","0.9999831175189505"
"L TRANZACTII IMOBILIARE","Vrancea","2023","258","374","0.9999834574028122"
"L TRANZACTII IMOBILIARE","Vrancea","2024","258","361","0.9999836245435342"
"L TRANZACTII IMOBILIARE","Vrancea","2008","258","0.00433577010335266","0.000016805028064396868"
"L TRANZACTII IMOBILIARE","Vrancea","2009","258","0.004723358993311579","0.000018027762754642147"
"L TRANZACTII IMOBILIARE","Vrancea","2010","258","0.004394386270512084","0.00001979414093428345"
"L TRANZACTII IMOBILIARE","Vrancea","2011","258","0.006477007664111962","0.000020825957473394838"
"L TRANZACTII IMOBILIARE","Vrancea","2012","258","0.006220561639207425","0.000019873603879327478"
"L TRANZACTII IMOBILIARE","Vrancea","2013","258","0.006205392545598731","0.00001982514224539561"
"L TRANZACTII IMOBILIARE","Vrancea","2014","258","0.006008823588126085","0.00001996247055535593"
"L TRANZACTII IMOBILIARE","Vrancea","2015","258","0.005665668700496456","0.000018948365703458078"
"L TRANZACTII IMOBILIARE","Vrancea","2016","258","0.00576231373412611","0.000018350980859926963"
"L TRANZACTII IMOBILIARE","Vrancea","2017","258","0.00572553882061194","0.000018233867585653594"
"L TRANZACTII IMOBILIARE","Vrancea","2018","258","0.004612385560622411","0.000017404925593943086"
"L TRANZACTII IMOBILIARE","Vrancea","2019","258","0.004530306186211206","0.000017357193688924373"
"L TRANZACTII IMOBILIARE","Vrancea","2020","258","0.004968398876404495","0.000017555871561243658"
"L TRANZACTII IMOBILIARE","Vrancea","2021","258","0.005034514973789381","0.000017300439431161554"
"L TRANZACTII IMOBILIARE","Vrancea","2022","258","0.005351836844948677","0.000016882481049415022"
"L TRANZACTII IMOBILIARE","Vrancea","2023","258","0.006187033697827921","0.000016542597187758478"
"L TRANZACTII IMOBILIARE","Vrancea","2024","258","0.005911636589919104","0.000016375456465848984"
"L TRANZACTII IMOBILIARE","Arges","2008","306","306","0.9999931896810047"
"L TRANZACTII IMOBILIARE","Arges","2009","306","516","0.9999926708247522"
"L TRANZACTII IMOBILIARE","Arges","2010","306","576","0.999991924868981"
"L TRANZACTII IMOBILIARE","Arges","2011","306","786","0.9999919906450735"
"L TRANZACTII IMOBILIARE","Arges","2012","306","728","0.9999922550864719"
"L TRANZACTII IMOBILIARE","Arges","2013","306","703","0.9999923582454532"
"L TRANZACTII IMOBILIARE","Arges","2014","306","745","0.9999923817649927"
"L TRANZACTII IMOBILIARE","Arges","2015","306","787","0.9999926743146821"
"L TRANZACTII IMOBILIARE","Arges","2016","306","771","0.9999928819036636"
"L TRANZACTII IMOBILIARE","Arges","2017","306","830","0.9999933400376955"
"L TRANZACTII IMOBILIARE","Arges","2018","306","852","0.9999935050595585"
"L TRANZACTII IMOBILIARE","Arges","2019","306","827","0.9999935640410099"
"L TRANZACTII IMOBILIARE","Arges","2020","306","722","0.9999932468479663"
"L TRANZACTII IMOBILIARE","Arges","2021","306","709","0.9999931533110589"
"L TRANZACTII IMOBILIARE","Arges","2022","306","716","0.9999933068283737"
"L TRANZACTII IMOBILIARE","Arges","2023","306","705","0.9999934444713949"
"L TRANZACTII IMOBILIARE","Arges","2024","306","737","0.9999935752879877"
"L TRANZACTII IMOBILIARE","Arges","2008","306","0.002083971805087343","0.000006810318995341743"
"L TRANZACTII IMOBILIARE","Arges","2009","306","0.003781882145998241","0.000007329175247909353"
"L TRANZACTII IMOBILIARE","Arges","2010","306","0.004651313026906554","0.000008075131019000783"
"L TRANZACTII IMOBILIARE","Arges","2011","306","0.006295403394391805","0.000008009354926554215"
"L TRANZACTII IMOBILIARE","Arges","2012","306","0.005638340716874748","0.00000774491352804046"
"L TRANZACTII IMOBILIARE","Arges","2013","306","0.005372194499423043","0.000007641754546843955"
"L TRANZACTII IMOBILIARE","Arges","2014","306","0.0056756283187189074","0.000007618235007313505"
"L TRANZACTII IMOBILIARE","Arges","2015","306","0.005765356580345042","0.000007325685317861486"
"L TRANZACTII IMOBILIARE","Arges","2016","306","0.005488091340062355","0.0000071180963363158145"
"L TRANZACTII IMOBILIARE","Arges","2017","306","0.005527805527805528","0.000006659962304613356"
"L TRANZACTII IMOBILIARE","Arges","2018","306","0.005533725197285097","0.000006494940441396151"
"L TRANZACTII IMOBILIARE","Arges","2019","306","0.00532257234064463","0.000006435958990069315"
"L TRANZACTII IMOBILIARE","Arges","2020","306","0.00487580869541728","0.0000067531520337117355"
"L TRANZACTII IMOBILIARE","Arges","2021","306","0.0048543356954571905","0.000006846688941228022"
"L TRANZACTII IMOBILIARE","Arges","2022","306","0.004792342960409625","0.000006693171626306842"
"L TRANZACTII IMOBILIARE","Arges","2023","306","0.00462167796410169","0.000006555528605049068"
"L TRANZACTII IMOBILIARE","Arges","2024","306","0.004735043174342105","0.0000064247120122840496"
"L TRANZACTII IMOBILIARE","Calarasi","2008","116","116","0.9999789469251984"
"L TRANZACTII IMOBILIARE","Calarasi","2009","116","164","0.9999772654935661"
"L TRANZACTII IMOBILIARE","Calarasi","2010","116","133","0.9999754709576137"
"L TRANZACTII IMOBILIARE","Calarasi","2011","116","134","0.9999753767359401"
"L TRANZACTII IMOBILIARE","Calarasi","2012","116","130","0.9999758832750513"
"L TRANZACTII IMOBILIARE","Calarasi","2013","116","136","0.9999758232193802"
"L TRANZACTII IMOBILIARE","Calarasi","2014","116","109","0.9999754124560497"
"L TRANZACTII IMOBILIARE","Calarasi","2015","116","132","0.9999761802677337"
"L TRANZACTII IMOBILIARE","Calarasi","2016","116","146","0.9999760891396873"
"L TRANZACTII IMOBILIARE","Calarasi","2017","116","132","0.999976676928818"
"L TRANZACTII IMOBILIARE","Calarasi","2018","116","146","0.9999767414815677"
"L TRANZACTII IMOBILIARE","Calarasi","2019","116","155","0.999977181453085"
"L TRANZACTII IMOBILIARE","Calarasi","2020","116","165","0.9999764639427603"
"L TRANZACTII IMOBILIARE","Calarasi","2021","116","149","0.9999771595632909"
"L TRANZACTII IMOBILIARE","Calarasi","2022","116","146","0.9999780821917809"
"L TRANZACTII IMOBILIARE","Calarasi","2023","116","199","0.9999785885577253"
"L TRANZACTII IMOBILIARE","Calarasi","2024","116","223","0.9999794934891828"
"L TRANZACTII IMOBILIARE","Calarasi","2008","116","0.0024422080929723355","0.000021053074801574768"
"L TRANZACTII IMOBILIARE","Calarasi","2009","116","0.0037285438217574173","0.000022734506433865323"
"L TRANZACTII IMOBILIARE","Calarasi","2010","116","0.003262442661956975","0.00002452904238618524"
"L TRANZACTII IMOBILIARE","Calarasi","2011","116","0.0032995986309128067","0.000024623264059883776"
"L TRANZACTII IMOBILIARE","Calarasi","2012","116","0.0031352498552961604","0.00002411672494875196"
"L TRANZACTII IMOBILIARE","Calarasi","2013","116","0.0032881216605014385","0.000024176780619892657"
"L TRANZACTII IMOBILIARE","Calarasi","2014","116","0.0026801081878534546","0.00002458754395023481"
"L TRANZACTII IMOBILIARE","Calarasi","2015","116","0.0031442795550368024","0.000023819732266209325"
"L TRANZACTII IMOBILIARE","Calarasi","2016","116","0.003491069080127209","0.000023910860312754053"
"L TRANZACTII IMOBILIARE","Calarasi","2017","116","0.003078717201166181","0.00002332307118201325"
"L TRANZACTII IMOBILIARE","Calarasi","2018","116","0.003395822672931107","0.00002325851843237586"
"L TRANZACTII IMOBILIARE","Calarasi","2019","116","0.0035369554799990874","0.000022818546914932458"
